"","chr","start","CHR_POS","region"
"7813","NC_031769.1",1353517,"NC_031769.1_1353517","Intergenic"
"7816","NC_031769.1",1376306,"NC_031769.1_1376306","Intergenic"
"7822","NC_031769.1",1471903,"NC_031769.1_1471903","Intergenic"
"7885","NC_031769.1",2083705,"NC_031769.1_2083705","Gene body"
"7887","NC_031769.1",2083744,"NC_031769.1_2083744","Gene body"
"7888","NC_031769.1",2083754,"NC_031769.1_2083754","Gene body"
"7908","NC_031769.1",2185740,"NC_031769.1_2185740","Gene body"
"7918","NC_031769.1",2448353,"NC_031769.1_2448353","Intergenic"
"7920","NC_031769.1",2458182,"NC_031769.1_2458182","Intergenic"
"7922","NC_031769.1",2458219,"NC_031769.1_2458219","Intergenic"
"7923","NC_031769.1",2458240,"NC_031769.1_2458240","Intergenic"
"7925","NC_031769.1",2458246,"NC_031769.1_2458246","Intergenic"
"7926","NC_031769.1",2458255,"NC_031769.1_2458255","Intergenic"
"7927","NC_031769.1",2458337,"NC_031769.1_2458337","Intergenic"
"7929","NC_031769.1",2529822,"NC_031769.1_2529822","Intergenic"
"7947","NC_031769.1",3357655,"NC_031769.1_3357655","Intergenic"
"7989","NC_031769.1",3903108,"NC_031769.1_3903108","Intergenic"
"7996","NC_031769.1",4110731,"NC_031769.1_4110731","Intergenic"
"7997","NC_031769.1",4110777,"NC_031769.1_4110777","Intergenic"
"8058","NC_031769.1",4754855,"NC_031769.1_4754855","Up- or downstream"
"8060","NC_031769.1",4754878,"NC_031769.1_4754878","Up- or downstream"
"8068","NC_031769.1",4755257,"NC_031769.1_4755257","Up- or downstream"
"8103","NC_031769.1",4960656,"NC_031769.1_4960656","Promoter"
"8123","NC_031769.1",5169848,"NC_031769.1_5169848","Gene body"
"8129","NC_031769.1",5237488,"NC_031769.1_5237488","Intergenic"
"8167","NC_031769.1",5997731,"NC_031769.1_5997731","Intergenic"
"8168","NC_031769.1",5997892,"NC_031769.1_5997892","Intergenic"
"8169","NC_031769.1",5997903,"NC_031769.1_5997903","Intergenic"
"8170","NC_031769.1",5997910,"NC_031769.1_5997910","Intergenic"
"8203","NC_031769.1",6691078,"NC_031769.1_6691078","Intergenic"
"8204","NC_031769.1",6691092,"NC_031769.1_6691092","Intergenic"
"8205","NC_031769.1",6691105,"NC_031769.1_6691105","Intergenic"
"8221","NC_031769.1",6942282,"NC_031769.1_6942282","Gene body"
"8291","NC_031769.1",7651210,"NC_031769.1_7651210","Intergenic"
"8292","NC_031769.1",7651212,"NC_031769.1_7651212","Intergenic"
"8293","NC_031769.1",7651215,"NC_031769.1_7651215","Intergenic"
"8294","NC_031769.1",7651223,"NC_031769.1_7651223","Intergenic"
"8296","NC_031769.1",7651268,"NC_031769.1_7651268","Intergenic"
"8297","NC_031769.1",7651298,"NC_031769.1_7651298","Intergenic"
"8298","NC_031769.1",7651310,"NC_031769.1_7651310","Intergenic"
"8299","NC_031769.1",7651335,"NC_031769.1_7651335","Intergenic"
"8300","NC_031769.1",7651337,"NC_031769.1_7651337","Intergenic"
"8301","NC_031769.1",7651342,"NC_031769.1_7651342","Intergenic"
"8302","NC_031769.1",7651384,"NC_031769.1_7651384","Intergenic"
"8305","NC_031769.1",7651438,"NC_031769.1_7651438","Intergenic"
"8306","NC_031769.1",7651556,"NC_031769.1_7651556","Intergenic"
"8307","NC_031769.1",7651568,"NC_031769.1_7651568","Intergenic"
"8308","NC_031769.1",7651574,"NC_031769.1_7651574","Intergenic"
"8309","NC_031769.1",7651577,"NC_031769.1_7651577","Intergenic"
"8323","NC_031769.1",8298626,"NC_031769.1_8298626","Intergenic"
"8348","NC_031769.1",8303299,"NC_031769.1_8303299","Intergenic"
"8355","NC_031769.1",8303424,"NC_031769.1_8303424","Intergenic"
"8430","NC_031769.1",9353593,"NC_031769.1_9353593","Up- or downstream"
"8434","NC_031769.1",9353623,"NC_031769.1_9353623","Up- or downstream"
"8453","NC_031769.1",10182068,"NC_031769.1_10182068","Intergenic"
"8454","NC_031769.1",10182105,"NC_031769.1_10182105","Intergenic"
"8455","NC_031769.1",10182130,"NC_031769.1_10182130","Intergenic"
"8456","NC_031769.1",10182139,"NC_031769.1_10182139","Intergenic"
"8457","NC_031769.1",10182141,"NC_031769.1_10182141","Intergenic"
"8470","NC_031769.1",10199926,"NC_031769.1_10199926","TSS"
"8498","NC_031769.1",10254112,"NC_031769.1_10254112","Gene body"
"8546","NC_031769.1",11259209,"NC_031769.1_11259209","Gene body"
"8614","NC_031769.1",13936164,"NC_031769.1_13936164","Gene body"
"8637","NC_031769.1",14162603,"NC_031769.1_14162603","TSS"
"8666","NC_031769.1",14499433,"NC_031769.1_14499433","Up- or downstream"
"8703","NC_031769.1",14860927,"NC_031769.1_14860927","Intergenic"
"8708","NC_031769.1",14928252,"NC_031769.1_14928252","Intergenic"
"8709","NC_031769.1",14928274,"NC_031769.1_14928274","Intergenic"
"8767","NC_031769.1",15511567,"NC_031769.1_15511567","Gene body"
"8769","NC_031769.1",15511622,"NC_031769.1_15511622","Gene body"
"8794","NC_031769.1",15733331,"NC_031769.1_15733331","Gene body"
"8826","NC_031769.1",16013556,"NC_031769.1_16013556","Promoter"
"8827","NC_031769.1",16013611,"NC_031769.1_16013611","Promoter"
"8828","NC_031769.1",16013673,"NC_031769.1_16013673","Promoter"
"8829","NC_031769.1",16013754,"NC_031769.1_16013754","Promoter"
"8849","NC_031769.1",16479583,"NC_031769.1_16479583","Intergenic"
"8880","NC_031769.1",17073302,"NC_031769.1_17073302","Intergenic"
"8881","NC_031769.1",17073319,"NC_031769.1_17073319","Intergenic"
"8883","NC_031769.1",17073463,"NC_031769.1_17073463","Intergenic"
"8884","NC_031769.1",17073477,"NC_031769.1_17073477","Intergenic"
"9023","NC_031769.1",17475238,"NC_031769.1_17475238","Up- or downstream"
"9059","NC_031769.1",17570431,"NC_031769.1_17570431","Intergenic"
"9255","NC_031769.1",17879484,"NC_031769.1_17879484","Intergenic"
"9256","NC_031769.1",17879487,"NC_031769.1_17879487","Intergenic"
"9263","NC_031769.1",17879675,"NC_031769.1_17879675","Intergenic"
"9371","NC_031769.1",20277997,"NC_031769.1_20277997","Gene body"
"9437","NC_031769.1",21120142,"NC_031769.1_21120142","Gene body"
"9438","NC_031769.1",21120149,"NC_031769.1_21120149","Gene body"
"9439","NC_031769.1",21120238,"NC_031769.1_21120238","Gene body"
"9441","NC_031769.1",21120263,"NC_031769.1_21120263","Gene body"
"9457","NC_031769.1",21945555,"NC_031769.1_21945555","TSS"
"9458","NC_031769.1",21945615,"NC_031769.1_21945615","TSS"
"9460","NC_031769.1",21945648,"NC_031769.1_21945648","TSS"
"9554","NC_031769.1",23660940,"NC_031769.1_23660940","Gene body"
"9635","NC_031769.1",24802449,"NC_031769.1_24802449","Up- or downstream"
"9707","NC_031769.1",26232956,"NC_031769.1_26232956","Intergenic"
"9740","NC_031769.1",29364793,"NC_031769.1_29364793","Gene body"
"9742","NC_031769.1",29364864,"NC_031769.1_29364864","Gene body"
"9752","NC_031769.1",29833520,"NC_031769.1_29833520","Gene body"
"9757","NC_031769.1",30028081,"NC_031769.1_30028081","Intergenic"
"9766","NC_031769.1",30031323,"NC_031769.1_30031323","Intergenic"
"9767","NC_031769.1",30031327,"NC_031769.1_30031327","Intergenic"
"9770","NC_031769.1",30031396,"NC_031769.1_30031396","Intergenic"
"9772","NC_031769.1",30031420,"NC_031769.1_30031420","Intergenic"
"9773","NC_031769.1",30031429,"NC_031769.1_30031429","Intergenic"
"9809","NC_031769.1",30039738,"NC_031769.1_30039738","Intergenic"
"9810","NC_031769.1",30039776,"NC_031769.1_30039776","Intergenic"
"9811","NC_031769.1",30039800,"NC_031769.1_30039800","Intergenic"
"9863","NC_031769.1",30489141,"NC_031769.1_30489141","Gene body"
"9943","NC_031769.1",31046189,"NC_031769.1_31046189","Gene body"
"9945","NC_031769.1",31046359,"NC_031769.1_31046359","Gene body"
"9951","NC_031769.1",31485345,"NC_031769.1_31485345","Gene body"
"10058","NC_031769.1",32639384,"NC_031769.1_32639384","Intergenic"
"10059","NC_031769.1",32639474,"NC_031769.1_32639474","Intergenic"
"10141","NC_031769.1",33149242,"NC_031769.1_33149242","Promoter"
"10195","NC_031769.1",33184219,"NC_031769.1_33184219","Gene body"
"10463","NC_031769.1",33266629,"NC_031769.1_33266629","Up- or downstream"
"10534","NC_031769.1",33480563,"NC_031769.1_33480563","Intergenic"
"10535","NC_031769.1",33480568,"NC_031769.1_33480568","Intergenic"
"10539","NC_031769.1",33480741,"NC_031769.1_33480741","Intergenic"
"10540","NC_031769.1",33480746,"NC_031769.1_33480746","Intergenic"
"10577","NC_031769.1",34764206,"NC_031769.1_34764206","Intergenic"
"10579","NC_031769.1",34764227,"NC_031769.1_34764227","Intergenic"
"10580","NC_031769.1",34764238,"NC_031769.1_34764238","Intergenic"
"10605","NC_031769.1",35845141,"NC_031769.1_35845141","Intergenic"
"10607","NC_031769.1",35845158,"NC_031769.1_35845158","Intergenic"
"10612","NC_031769.1",35917763,"NC_031769.1_35917763","Intergenic"
"10739","NC_031769.1",38107318,"NC_031769.1_38107318","Intergenic"
"10784","NC_031769.1",38416344,"NC_031769.1_38416344","Gene body"
"10785","NC_031769.1",38416373,"NC_031769.1_38416373","Gene body"
"10820","NC_031769.1",39240512,"NC_031769.1_39240512","Intergenic"
"10898","NC_031769.1",39840554,"NC_031769.1_39840554","Gene body"
"10899","NC_031769.1",39840565,"NC_031769.1_39840565","Gene body"
"10901","NC_031769.1",39840575,"NC_031769.1_39840575","Gene body"
"10905","NC_031769.1",40685251,"NC_031769.1_40685251","Intergenic"
"10908","NC_031769.1",40685299,"NC_031769.1_40685299","Intergenic"
"10909","NC_031769.1",40685351,"NC_031769.1_40685351","Intergenic"
"10912","NC_031769.1",40685448,"NC_031769.1_40685448","Intergenic"
"10915","NC_031769.1",40685497,"NC_031769.1_40685497","Intergenic"
"10916","NC_031769.1",40685525,"NC_031769.1_40685525","Intergenic"
"10917","NC_031769.1",40685533,"NC_031769.1_40685533","Intergenic"
"10957","NC_031769.1",41102754,"NC_031769.1_41102754","Gene body"
"10994","NC_031769.1",41819929,"NC_031769.1_41819929","Gene body"
"11221","NC_031769.1",45334165,"NC_031769.1_45334165","Up- or downstream"
"11222","NC_031769.1",45334167,"NC_031769.1_45334167","Up- or downstream"
"11223","NC_031769.1",45334172,"NC_031769.1_45334172","Up- or downstream"
"11224","NC_031769.1",45334197,"NC_031769.1_45334197","Up- or downstream"
"11225","NC_031769.1",45334201,"NC_031769.1_45334201","Up- or downstream"
"11261","NC_031769.1",45783730,"NC_031769.1_45783730","Gene body"
"11262","NC_031769.1",45783741,"NC_031769.1_45783741","Gene body"
"11296","NC_031769.1",46151056,"NC_031769.1_46151056","Intergenic"
"11318","NC_031769.1",46538533,"NC_031769.1_46538533","Gene body"
"11319","NC_031769.1",46538553,"NC_031769.1_46538553","Gene body"
"11322","NC_031769.1",46538574,"NC_031769.1_46538574","Gene body"
"11323","NC_031769.1",46538577,"NC_031769.1_46538577","Gene body"
"11324","NC_031769.1",46538603,"NC_031769.1_46538603","Gene body"
"11327","NC_031769.1",46538649,"NC_031769.1_46538649","Gene body"
"11328","NC_031769.1",46538658,"NC_031769.1_46538658","Gene body"
"11329","NC_031769.1",46538678,"NC_031769.1_46538678","Gene body"
"11331","NC_031769.1",46538690,"NC_031769.1_46538690","Gene body"
"11425","NC_031769.1",48004644,"NC_031769.1_48004644","Intergenic"
"11514","NC_031769.1",50589018,"NC_031769.1_50589018","Promoter"
"11603","NC_031769.1",52333079,"NC_031769.1_52333079","Intergenic"
"11607","NC_031769.1",52333117,"NC_031769.1_52333117","Intergenic"
"11616","NC_031769.1",52924565,"NC_031769.1_52924565","Intergenic"
"11617","NC_031769.1",52924581,"NC_031769.1_52924581","Intergenic"
"11720","NC_031769.1",55332047,"NC_031769.1_55332047","TSS"
"11722","NC_031769.1",55332098,"NC_031769.1_55332098","Promoter"
"11724","NC_031769.1",55332119,"NC_031769.1_55332119","Promoter"
"11726","NC_031769.1",55332217,"NC_031769.1_55332217","Gene body"
"11747","NC_031769.1",55844363,"NC_031769.1_55844363","Intergenic"
"11748","NC_031769.1",55844365,"NC_031769.1_55844365","Intergenic"
"11752","NC_031769.1",56388605,"NC_031769.1_56388605","Intergenic"
"11785","NC_031769.1",57383126,"NC_031769.1_57383126","Intergenic"
"11792","NC_031769.1",57383287,"NC_031769.1_57383287","Intergenic"
"11794","NC_031769.1",57383309,"NC_031769.1_57383309","Intergenic"
"11799","NC_031769.1",57383342,"NC_031769.1_57383342","Intergenic"
"11812","NC_031769.1",57544939,"NC_031769.1_57544939","Intergenic"
"11841","NC_031769.1",59351095,"NC_031769.1_59351095","Intergenic"
"11878","NC_031769.1",59360285,"NC_031769.1_59360285","Intergenic"
"11881","NC_031769.1",59848002,"NC_031769.1_59848002","Intergenic"
"11882","NC_031769.1",59848039,"NC_031769.1_59848039","Intergenic"
"11883","NC_031769.1",59848046,"NC_031769.1_59848046","Intergenic"
"11884","NC_031769.1",59848062,"NC_031769.1_59848062","Intergenic"
"11885","NC_031769.1",59848071,"NC_031769.1_59848071","Intergenic"
"11886","NC_031769.1",59848096,"NC_031769.1_59848096","Intergenic"
"11887","NC_031769.1",59895631,"NC_031769.1_59895631","Intergenic"
"11933","NC_031769.1",60404957,"NC_031769.1_60404957","Intergenic"
"11934","NC_031769.1",60404986,"NC_031769.1_60404986","Intergenic"
"11936","NC_031769.1",60405011,"NC_031769.1_60405011","Intergenic"
"11937","NC_031769.1",60405026,"NC_031769.1_60405026","Intergenic"
"11951","NC_031769.1",60976116,"NC_031769.1_60976116","Intergenic"
"11985","NC_031769.1",61876344,"NC_031769.1_61876344","Gene body"
"11986","NC_031769.1",61876410,"NC_031769.1_61876410","Gene body"
"12015","NC_031769.1",62185030,"NC_031769.1_62185030","Intergenic"
"12093","NC_031769.1",62612293,"NC_031769.1_62612293","Gene body"
"12094","NC_031769.1",62612299,"NC_031769.1_62612299","Gene body"
"12118","NC_031769.1",62818296,"NC_031769.1_62818296","Intergenic"
"12119","NC_031769.1",62818298,"NC_031769.1_62818298","Intergenic"
"12120","NC_031769.1",62818328,"NC_031769.1_62818328","Intergenic"
"12121","NC_031769.1",62818338,"NC_031769.1_62818338","Intergenic"
"12122","NC_031769.1",62818351,"NC_031769.1_62818351","Intergenic"
"12131","NC_031769.1",63529260,"NC_031769.1_63529260","Promoter"
"12132","NC_031769.1",63529266,"NC_031769.1_63529266","Promoter"
"12133","NC_031769.1",63529275,"NC_031769.1_63529275","Promoter"
"12134","NC_031769.1",63529291,"NC_031769.1_63529291","Promoter"
"12135","NC_031769.1",63529294,"NC_031769.1_63529294","Promoter"
"12136","NC_031769.1",63529297,"NC_031769.1_63529297","Promoter"
"12137","NC_031769.1",63529312,"NC_031769.1_63529312","Promoter"
"12138","NC_031769.1",63529330,"NC_031769.1_63529330","Promoter"
"12139","NC_031769.1",63529332,"NC_031769.1_63529332","Promoter"
"12140","NC_031769.1",63529336,"NC_031769.1_63529336","Promoter"
"12264","NC_031769.1",65030989,"NC_031769.1_65030989","Intergenic"
"12276","NC_031769.1",65071494,"NC_031769.1_65071494","Intergenic"
"12320","NC_031769.1",65392677,"NC_031769.1_65392677","Gene body"
"12323","NC_031769.1",65392746,"NC_031769.1_65392746","Gene body"
"12324","NC_031769.1",65392764,"NC_031769.1_65392764","Gene body"
"12333","NC_031769.1",65441808,"NC_031769.1_65441808","Gene body"
"12340","NC_031769.1",65621101,"NC_031769.1_65621101","Gene body"
"12369","NC_031769.1",66038549,"NC_031769.1_66038549","Promoter"
"12373","NC_031769.1",66141230,"NC_031769.1_66141230","Intergenic"
"12376","NC_031769.1",66651486,"NC_031769.1_66651486","Gene body"
"12377","NC_031769.1",66651492,"NC_031769.1_66651492","Gene body"
"12378","NC_031769.1",66651500,"NC_031769.1_66651500","Gene body"
"12441","NC_031769.1",66779249,"NC_031769.1_66779249","Gene body"
"12442","NC_031769.1",66779334,"NC_031769.1_66779334","Gene body"
"12445","NC_031769.1",66779426,"NC_031769.1_66779426","Gene body"
"12461","NC_031769.1",66981574,"NC_031769.1_66981574","Up- or downstream"
"12462","NC_031769.1",66981580,"NC_031769.1_66981580","Up- or downstream"
"12752","NC_031769.1",69061413,"NC_031769.1_69061413","Promoter"
"12753","NC_031769.1",69061478,"NC_031769.1_69061478","Gene body"
"12809","NC_031769.1",71076340,"NC_031769.1_71076340","Intergenic"
"12819","NC_031769.1",72977247,"NC_031769.1_72977247","Intergenic"
"12820","NC_031769.1",72977260,"NC_031769.1_72977260","Intergenic"
"12838","NC_031769.1",74819606,"NC_031769.1_74819606","Gene body"
"12840","NC_031769.1",74821352,"NC_031769.1_74821352","Gene body"
"12943","NC_031769.1",75969583,"NC_031769.1_75969583","Intergenic"
"12947","NC_031769.1",75969608,"NC_031769.1_75969608","Intergenic"
"13026","NC_031769.1",77718546,"NC_031769.1_77718546","Intergenic"
"13056","NC_031769.1",78040631,"NC_031769.1_78040631","Intergenic"
"13057","NC_031769.1",78040637,"NC_031769.1_78040637","Intergenic"
"13058","NC_031769.1",78040647,"NC_031769.1_78040647","Intergenic"
"13059","NC_031769.1",78040663,"NC_031769.1_78040663","Intergenic"
"13063","NC_031769.1",78040711,"NC_031769.1_78040711","Intergenic"
"13065","NC_031769.1",78040756,"NC_031769.1_78040756","Intergenic"
"13086","NC_031769.1",78728548,"NC_031769.1_78728548","Intergenic"
"13087","NC_031769.1",78839030,"NC_031769.1_78839030","Intergenic"
"13088","NC_031769.1",78839088,"NC_031769.1_78839088","Intergenic"
"13092","NC_031769.1",78977768,"NC_031769.1_78977768","Intergenic"
"13126","NC_031769.1",79834174,"NC_031769.1_79834174","Gene body"
"13129","NC_031769.1",79834321,"NC_031769.1_79834321","Gene body"
"13142","NC_031769.1",79841796,"NC_031769.1_79841796","Gene body"
"13154","NC_031769.1",79841878,"NC_031769.1_79841878","Gene body"
"13204","NC_031769.1",80101569,"NC_031769.1_80101569","Up- or downstream"
"13207","NC_031769.1",80101745,"NC_031769.1_80101745","Up- or downstream"
"13208","NC_031769.1",80129421,"NC_031769.1_80129421","Up- or downstream"
"13234","NC_031769.1",80239652,"NC_031769.1_80239652","Intergenic"
"13241","NC_031769.1",80247456,"NC_031769.1_80247456","Intergenic"
"13246","NC_031769.1",80265177,"NC_031769.1_80265177","Intergenic"
"13247","NC_031769.1",80265188,"NC_031769.1_80265188","Intergenic"
"13248","NC_031769.1",80265207,"NC_031769.1_80265207","Intergenic"
"13275","NC_031769.1",80410349,"NC_031769.1_80410349","Intergenic"
"13293","NC_031769.1",80441518,"NC_031769.1_80441518","Intergenic"
"13297","NC_031769.1",80441546,"NC_031769.1_80441546","Intergenic"
"13306","NC_031769.1",80576503,"NC_031769.1_80576503","Gene body"
"13307","NC_031769.1",80576545,"NC_031769.1_80576545","Gene body"
"13312","NC_031769.1",80616659,"NC_031769.1_80616659","Gene body"
"13315","NC_031769.1",80616810,"NC_031769.1_80616810","Gene body"
"13318","NC_031769.1",80632952,"NC_031769.1_80632952","Gene body"
"13328","NC_031769.1",80709621,"NC_031769.1_80709621","Gene body"
"13332","NC_031769.1",80709803,"NC_031769.1_80709803","Gene body"
"13337","NC_031769.1",80801535,"NC_031769.1_80801535","Up- or downstream"
"13351","NC_031769.1",80834525,"NC_031769.1_80834525","Intergenic"
"13363","NC_031769.1",80891483,"NC_031769.1_80891483","Intergenic"
"13364","NC_031769.1",80891518,"NC_031769.1_80891518","Intergenic"
"13372","NC_031769.1",81135619,"NC_031769.1_81135619","Intergenic"
"13377","NC_031769.1",81135723,"NC_031769.1_81135723","Intergenic"
"13380","NC_031769.1",81135763,"NC_031769.1_81135763","Intergenic"
"13389","NC_031769.1",81294738,"NC_031769.1_81294738","Intergenic"
"13392","NC_031769.1",81294777,"NC_031769.1_81294777","Intergenic"
"13393","NC_031769.1",81294788,"NC_031769.1_81294788","Intergenic"
"13394","NC_031769.1",81294790,"NC_031769.1_81294790","Intergenic"
"13395","NC_031769.1",81294805,"NC_031769.1_81294805","Intergenic"
"13396","NC_031769.1",81294815,"NC_031769.1_81294815","Intergenic"
"13410","NC_031769.1",81310702,"NC_031769.1_81310702","Intergenic"
"13425","NC_031769.1",81341531,"NC_031769.1_81341531","Intergenic"
"13426","NC_031769.1",81341564,"NC_031769.1_81341564","Intergenic"
"13427","NC_031769.1",81341590,"NC_031769.1_81341590","Intergenic"
"13428","NC_031769.1",81341603,"NC_031769.1_81341603","Intergenic"
